Year,Month,Day,Hour,Minute,EMASignal,isPivot,CHOCH_pattern_detected,fibonacci_signal,SL,TP,MinSwing,MaxSwing,LBD_detected,LBH_detected,SR_signal,isBreakOut,candlestick_signal,result,signal1,buy_signal,Position,sell_signal,fractal_high,fractal_low,buy_signal1,sell_signal1,fractals_high,fractals_low,VSignal,PriceSignal,TotSignal,SLSignal,grid_signal,ordersignal,SLSignal_heiken,EMASignal1,long_signal,martiangle_signal,Candle_direction
2021,9,27,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,1.0,True,False,False,True,False,False,False,0,0,0,0,0,0,0.0,0,0,1,1
2021,9,27,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,1.0,True,False,False,True,False,False,False,0,0,0,0,0,0,0.0,0,0,1,0
2021,9,27,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,1.0,True,False,False,True,False,False,False,1,0,0,0,0,0,0.0,0,0,2,0
2021,9,27,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,False,1.0,True,False,True,True,False,False,True,1,0,0,0,0,0,0.0,0,0,2,1
2021,9,27,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,1.0,True,False,False,True,False,False,False,1,0,0,0,0,0,0.0,0,0,1,0
2021,9,27,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,1.0,True,False,False,True,False,False,False,0,0,0,0,0,0,0.0,0,0,1,0
2021,9,27,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,False,1.0,True,False,False,True,False,False,False,1,0,0,0,0,0,0.0,0,0,1,1
2021,9,27,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,1.0,False,False,False,True,False,False,False,1,0,0,0,0,0,0.0,0,0,1,1
2021,9,27,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,1.0,False,True,False,True,False,True,False,1,0,0,0,0,2,75.05000305175781,0,0,2,1
2021,9,27,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,1.0,False,False,False,True,False,False,False,1,0,0,0,0,0,0.0,0,0,1,0
2021,9,27,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,1.0,True,False,False,True,False,False,False,1,0,0,0,0,0,0.0,0,0,1,0
2021,9,27,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,1.0,False,False,True,True,False,False,True,1,0,0,0,0,0,0.0,0,0,2,1
2021,9,27,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,1.0,False,False,False,True,False,False,False,1,0,0,0,0,0,0.0,0,0,1,1
2021,9,27,14,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,False,1.0,False,True,False,True,False,True,False,1,0,0,0,0,0,0.0,0,0,2,0
2021,9,27,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,1.0,False,False,False,True,False,False,False,1,0,0,0,0,0,0.0,0,0,2,1
2021,9,27,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,1.0,False,False,False,True,False,False,False,0,0,0,0,0,0,0.0,0,0,2,0
2021,9,27,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,1.0,False,False,False,True,False,False,False,0,0,0,0,0,0,0.0,0,0,2,0
2021,9,27,20,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,False,1.0,False,False,False,True,False,False,False,1,0,0,0,0,0,0.0,0,0,1,0
2021,9,27,21,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,False,1.0,False,False,False,True,False,False,False,1,0,0,0,0,0,0.0,0,0,1,1
2021,9,27,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,1.0,False,False,False,True,False,False,False,1,0,0,0,0,0,0.0,0,0,1,1
2021,9,27,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,1.0,False,False,False,True,False,False,False,1,0,0,0,0,0,0.0,0,0,1,1
2021,9,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,1.0,False,False,False,True,False,False,False,1,0,0,0,0,0,0.0,0,0,1,0
2021,9,28,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,True,1.0,False,False,False,True,False,False,False,1,0,0,0,0,0,0.0,0,0,2,1
2021,9,28,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,True,1.0,False,True,False,True,False,True,False,1,0,0,0,0,0,0.0,0,0,1,1
2021,9,28,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,False,1.0,False,False,False,True,False,False,False,1,0,0,0,0,0,0.0,0,0,1,0
2021,9,28,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,1.0,False,False,False,True,False,False,False,1,0,0,0,0,0,0.0,0,0,1,1
2021,9,28,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,1.0,False,False,False,True,False,False,False,1,0,0,0,0,0,0.0,0,0,1,0
2021,9,28,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,1.0,False,False,False,True,False,False,False,1,0,0,0,0,0,0.0,0,0,1,0
2021,9,28,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,1.0,False,False,False,True,False,False,False,1,0,0,0,0,0,0.0,0,0,2,1
2021,9,28,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,False,1.0,False,False,False,True,False,False,False,1,0,0,0,0,0,0.0,0,0,2,0
2021,9,28,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,1.0,True,True,False,True,False,True,False,1,0,0,0,0,0,0.0,0,0,2,0
2021,9,28,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,1.0,True,False,False,True,False,False,False,1,0,0,0,0,0,0.0,0,0,1,0
2021,9,28,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,1.0,True,False,True,True,False,False,True,1,0,0,0,0,0,0.0,0,0,1,0
2021,9,28,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,1.0,True,False,False,True,False,False,False,1,0,0,0,0,0,0.0,0,0,2,1
2021,9,28,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,1.0,True,False,False,True,False,False,False,0,0,0,0,0,0,0.0,0,0,1,1
2021,9,28,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,1.0,True,True,False,True,False,True,False,1,0,0,0,0,0,0.0,0,0,1,0
2021,9,28,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,1.0,True,False,False,True,False,False,False,1,0,0,0,0,0,0.0,0,0,2,0
2021,9,28,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,1.0,True,False,True,True,False,False,True,1,0,0,0,0,0,0.0,0,0,1,0
2021,9,28,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,1.0,True,False,False,True,False,False,False,1,0,0,0,0,0,0.0,0,0,1,1
2021,9,28,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,False,1.0,True,False,False,True,False,False,False,1,0,0,0,0,0,0.0,0,0,2,1
2021,9,28,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,False,1.0,True,False,False,True,False,False,False,1,0,0,0,0,0,0.0,0,0,2,0
2021,9,28,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,1.0,True,False,False,True,False,False,False,1,0,0,0,0,0,0.0,0,0,1,0
2021,9,28,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,1.0,True,False,False,True,False,False,False,0,0,0,0,0,0,0.0,0,0,2,0
2021,9,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,False,1.0,True,False,False,True,False,False,False,0,0,0,0,0,0,0.0,0,0,1,1
2021,9,29,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,1.0,True,False,False,True,False,False,False,1,0,0,0,0,0,0.0,0,0,2,0
2021,9,29,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,False,1.0,True,False,True,True,False,False,True,1,0,0,0,0,0,0.0,0,0,1,0
2021,9,29,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,False,1.0,True,False,False,True,False,False,False,1,0,0,0,0,0,0.0,0,0,1,1
2021,9,29,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,1.0,False,False,False,True,False,False,False,1,0,0,0,0,0,0.0,0,0,2,1
2021,9,29,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,1.0,False,False,False,True,False,False,False,1,0,0,0,0,0,0.0,0,0,1,1
2021,9,29,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,1.0,False,False,False,True,False,False,False,0,0,0,0,0,0,0.0,0,0,1,1
2021,9,29,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,False,1.0,False,False,False,True,False,False,False,1,0,0,0,0,0,0.0,0,0,2,0
2021,9,29,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,1.0,False,False,False,True,False,False,False,1,0,0,0,0,0,0.0,0,0,2,1
2021,9,29,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,1.0,False,False,True,True,False,False,True,1,0,0,0,0,0,0.0,0,0,1,1
2021,9,29,10,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,True,1.0,False,True,False,True,False,True,False,1,0,0,0,0,0,0.0,0,0,2,1
2021,9,29,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,1.0,False,False,False,True,False,False,False,1,0,0,0,0,0,0.0,0,0,2,0
2021,9,29,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,1.0,False,False,False,True,False,False,False,0,0,0,0,0,0,0.0,0,0,1,0
2021,9,29,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,1.0,False,False,False,True,False,False,False,0,0,0,0,0,0,0.0,0,0,2,0
2021,9,29,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,1.0,False,False,False,True,False,False,False,1,0,0,0,0,1,75.19000244140625,0,0,2,0
2021,9,29,15,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,False,1.0,True,False,True,True,False,False,True,1,0,0,0,0,1,75.0199966430664,0,0,2,0
2021,9,29,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,1.0,True,False,False,True,False,False,False,0,0,0,0,0,1,74.9000015258789,0,0,1,1
2021,9,29,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,1.0,True,False,False,True,False,False,False,0,0,0,0,0,0,0.0,0,0,2,1
2021,9,29,20,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,False,1.0,False,True,True,True,False,True,True,1,0,0,0,0,0,0.0,0,0,1,1
2021,9,29,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,1.0,True,False,False,True,False,False,False,1,0,0,0,0,0,0.0,0,0,2,0
2021,9,29,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,1.0,True,False,False,True,False,False,False,1,0,0,0,0,1,75.19000244140625,0,0,1,0
2021,9,29,23,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,2,False,1.0,True,False,True,True,False,False,True,0,0,0,0,0,0,0.0,0,0,2,1
2021,9,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,1.0,True,False,False,True,False,False,False,0,0,0,0,0,0,0.0,0,0,1,1
2021,9,30,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,1.0,True,False,False,True,False,False,False,1,0,0,0,0,0,0.0,0,0,1,0
2021,9,30,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,1.0,True,False,False,True,False,False,False,1,0,0,0,0,0,0.0,0,0,2,0
2021,9,30,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,1.0,False,False,False,True,False,False,False,1,0,0,0,0,0,0.0,0,0,2,1
2021,9,30,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,False,1.0,False,True,False,True,False,True,False,1,0,0,0,0,0,0.0,0,0,1,1
2021,9,30,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,1.0,False,False,False,True,False,False,False,1,0,0,0,0,0,0.0,0,0,2,0
2021,9,30,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,1.0,True,False,False,True,False,False,False,1,0,0,0,0,0,0.0,0,0,2,0
2021,9,30,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,1.0,True,False,False,True,False,False,False,1,0,0,0,0,1,75.08000183105469,0,0,1,0
2021,9,30,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,1.0,True,False,False,True,False,False,False,1,0,0,0,0,0,0.0,0,0,2,0
2021,9,30,9,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,False,1.0,True,False,True,True,False,False,True,1,0,0,0,0,0,0.0,0,0,1,0
2021,9,30,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,1.0,True,False,False,True,False,False,False,1,0,0,0,0,0,0.0,0,0,1,1
2021,9,30,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,1.0,False,False,False,True,False,False,False,1,0,0,0,0,0,0.0,0,0,2,1
2021,9,30,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,1.0,False,False,False,True,False,False,False,1,0,0,0,0,0,0.0,0,0,2,1
2021,9,30,13,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,False,1.0,False,True,False,True,False,True,False,1,0,0,0,0,0,0.0,0,0,2,0
2021,9,30,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,1.0,False,False,False,True,False,False,False,1,0,0,0,0,0,0.0,0,0,2,0
2021,9,30,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,1.0,False,False,False,True,False,False,False,0,0,0,0,0,0,0.0,0,0,1,0
2021,9,30,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,False,1.0,False,False,False,True,False,False,False,0,0,0,0,0,0,0.0,0,0,2,1
2021,9,30,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,1.0,False,False,False,True,False,False,False,0,0,0,0,0,0,0.0,0,0,1,1
2021,9,30,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,1.0,False,True,False,True,False,True,False,1,0,0,0,0,0,0.0,0,0,2,1
2021,9,30,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,1.0,False,False,False,True,False,False,False,1,0,0,0,0,0,0.0,0,0,2,0
2021,9,30,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,1.0,True,False,False,True,False,False,False,1,0,0,0,0,1,75.36000061035156,0,0,1,0
2021,9,30,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,1.0,False,False,True,True,False,False,True,0,0,0,0,0,1,75.0199966430664,0,0,2,1
2021,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,False,1.0,True,False,False,True,False,False,False,0,0,0,0,0,1,75.01000213623047,0,0,2,0
2021,10,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,False,1.0,False,False,False,True,False,False,False,1,0,0,0,0,1,75.05999755859375,0,0,1,1
2021,10,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,1.0,False,True,False,True,False,True,False,1,0,0,0,0,0,0.0,0,0,2,0
2021,10,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,1.0,True,False,False,True,False,False,False,1,0,0,0,0,1,75.18000030517578,0,0,2,0
2021,10,1,4,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,False,1.0,True,False,True,True,False,False,True,1,0,0,0,0,1,74.94999694824219,0,0,1,0
2021,10,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,1.0,True,False,False,True,False,False,False,0,0,0,0,0,0,0.0,0,0,1,1
2021,10,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,1.0,True,False,False,True,False,False,False,0,0,0,0,0,0,0.0,0,0,1,0
2021,10,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,False,1.0,True,False,False,True,False,False,False,1,0,0,0,0,0,0.0,0,0,2,1
2021,10,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,1.0,True,False,True,True,False,False,True,1,0,0,0,0,0,0.0,0,0,1,1
2021,10,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,1.0,False,False,False,True,False,False,False,1,0,0,0,0,0,0.0,0,0,2,1
2021,10,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,1.0,True,False,False,True,False,False,False,1,0,0,0,0,0,0.0,0,0,2,0
2021,10,1,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,1.0,False,False,False,True,False,False,False,0,0,0,0,0,0,0.0,0,0,2,1
2021,10,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,1.0,False,False,False,True,False,False,False,0,0,0,0,0,0,0.0,0,0,1,1
2021,10,1,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,1.0,False,False,False,True,False,False,False,0,0,0,0,0,0,0.0,0,0,1,1
2021,10,1,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,1.0,False,True,False,True,False,True,False,1,0,0,0,0,0,0.0,0,0,1,0
2021,10,1,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,1.0,False,False,False,True,False,False,False,1,0,0,0,0,0,0.0,0,0,2,1
2021,10,1,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,1.0,False,False,False,True,False,False,False,1,0,0,0,0,0,0.0,0,0,1,0
2021,10,3,18,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,False,1.0,False,True,False,True,False,True,False,1,0,0,0,0,0,0.0,0,0,1,1
2021,10,3,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,1.0,False,False,False,True,False,False,False,0,0,0,0,0,0,0.0,0,0,2,0
2021,10,3,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,1.0,False,False,False,True,False,False,False,1,0,0,0,0,0,0.0,0,0,2,0
2021,10,3,21,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,False,1.0,False,False,True,True,False,False,True,1,0,0,0,0,0,0.0,0,0,1,0
2021,10,3,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,False,1.0,False,False,False,True,False,False,False,0,0,0,0,0,0,0.0,0,0,1,1
2021,10,3,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,1.0,False,False,False,True,False,False,False,0,0,0,0,0,0,0.0,0,0,1,0
2021,10,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,False,1.0,False,False,False,True,False,False,False,0,0,0,0,0,0,0.0,0,0,1,1
2021,10,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,1.0,False,True,False,True,False,True,False,1,0,0,0,0,0,0.0,0,0,2,1
2021,10,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,False,1.0,False,False,False,True,False,False,False,1,0,0,0,0,0,0.0,0,0,1,0
2021,10,4,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,2,False,1.0,False,False,True,True,False,False,True,1,0,0,0,0,0,0.0,0,0,2,1
2021,10,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,1.0,False,False,False,True,False,False,False,1,0,0,0,0,0,0.0,0,0,1,1
2021,10,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,1.0,False,False,False,True,False,False,False,1,0,0,0,0,0,0.0,0,0,2,1
2021,10,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,1.0,False,False,False,True,False,False,False,0,0,0,0,0,0,0.0,0,0,1,1
2021,10,4,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,False,1.0,False,False,False,True,False,False,False,1,0,0,0,0,0,0.0,0,0,2,0
2021,10,4,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,True,1.0,False,False,True,True,False,False,True,1,0,0,0,0,0,0.0,0,0,1,1
2021,10,4,9,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,True,1.0,False,True,False,True,False,True,False,1,0,0,0,0,0,0.0,0,0,1,1
2021,10,4,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,1.0,False,False,False,True,False,False,False,1,0,0,0,0,0,0.0,0,0,2,1
2021,10,4,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,True,1.0,False,False,False,True,False,False,False,0,0,0,0,0,0,0.0,0,0,2,0
2021,10,4,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,1.0,False,False,False,True,False,False,False,0,0,0,0,0,0,0.0,0,0,2,1
2021,10,4,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,1.0,False,True,False,True,False,True,False,1,0,0,0,0,0,0.0,0,0,1,1
2021,10,4,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,False,1.0,False,False,True,True,False,False,True,1,0,0,0,0,0,0.0,0,0,1,0
2021,10,4,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,1.0,False,False,False,True,False,False,False,1,0,0,0,0,0,0.0,0,0,2,0
2021,10,4,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,1.0,False,False,False,True,False,False,False,0,0,0,0,0,0,0.0,0,0,2,1
2021,10,4,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,1.0,False,False,False,True,False,False,False,0,0,0,0,0,0,0.0,0,0,2,0
2021,10,4,20,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,False,1.0,False,False,False,True,False,False,False,1,0,0,0,0,0,0.0,0,0,2,0
2021,10,4,21,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,2,False,1.0,False,True,False,True,False,True,False,1,0,0,0,0,0,0.0,0,0,2,1
2021,10,4,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,1.0,False,False,False,True,False,False,False,1,0,0,0,0,0,0.0,0,0,1,0
2021,10,4,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,1.0,False,False,False,True,False,False,False,1,0,0,0,0,0,0.0,0,0,1,1
2021,10,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,1.0,False,False,False,True,False,False,False,1,0,0,0,0,0,0.0,0,0,2,0
2021,10,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,1.0,False,False,False,True,False,False,False,1,0,0,0,0,0,0.0,0,0,2,1
2021,10,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,1.0,False,False,True,True,False,False,True,1,0,0,0,0,0,0.0,0,0,1,1
2021,10,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,1.0,False,False,False,True,False,False,False,1,0,0,0,0,0,0.0,0,0,2,1
2021,10,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,1.0,False,False,False,True,False,False,False,1,0,0,0,0,0,0.0,0,0,2,0
2021,10,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,1.0,False,False,True,True,False,False,True,0,0,0,0,0,0,0.0,0,0,1,1
2021,10,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,1.0,False,False,False,True,False,False,False,0,0,0,0,0,0,0.0,0,0,2,1
2021,10,5,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,1.0,False,False,False,True,False,False,False,1,0,0,0,0,0,0.0,0,0,2,1
2021,10,5,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,1.0,False,False,False,True,False,False,False,1,0,0,0,0,0,0.0,0,0,2,1
2021,10,5,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,1.0,False,False,False,True,False,False,False,1,0,0,0,0,0,0.0,0,0,2,1
2021,10,5,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,1.0,False,False,False,True,False,False,False,1,0,0,0,0,0,0.0,0,0,1,1
2021,10,5,11,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,False,1.0,False,True,False,True,False,True,False,1,0,0,0,0,0,0.0,0,0,1,0
2021,10,5,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,1.0,False,False,False,True,False,False,False,1,0,0,0,0,0,0.0,0,0,1,0
2021,10,5,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,1.0,False,False,False,True,False,False,False,0,0,0,0,0,0,0.0,0,0,2,1
2021,10,5,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,1.0,False,False,True,True,False,False,True,1,0,0,0,0,0,0.0,0,0,2,0
2021,10,5,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,False,1.0,False,False,False,True,False,False,False,1,0,0,0,0,0,0.0,0,0,1,1
2021,10,5,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,1.0,False,True,False,True,False,True,False,0,0,0,0,0,0,0.0,0,0,1,0
2021,10,5,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,1.0,False,False,False,True,False,False,False,0,0,0,0,0,0,0.0,0,0,1,0
2021,10,5,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,1.0,False,False,False,True,False,False,False,1,0,0,0,0,0,0.0,0,0,2,1
2021,10,5,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,False,1.0,False,False,False,True,False,False,False,1,0,0,0,0,0,0.0,0,0,1,0
2021,10,5,22,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,False,1.0,False,False,True,True,False,False,True,1,0,0,0,0,0,0.0,0,0,1,0
2021,10,5,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,1.0,False,False,False,True,False,False,False,1,0,0,0,0,0,0.0,0,0,1,0
2021,10,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,False,1.0,False,False,False,True,False,False,False,1,0,0,0,0,0,0.0,0,0,1,1
2021,10,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,1.0,False,False,False,True,False,False,False,1,0,0,0,0,0,0.0,0,0,1,1
2021,10,6,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,True,1.0,False,True,False,True,False,True,False,1,0,0,0,0,0,0.0,0,0,2,1
2021,10,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,False,1.0,True,False,False,True,False,False,False,1,0,0,0,0,0,0.0,0,0,2,0
2021,10,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,1.0,True,False,False,True,False,False,False,1,0,0,0,0,0,0.0,0,0,2,0
2021,10,6,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,1.0,True,False,False,True,False,False,False,1,0,0,0,0,0,0.0,0,0,1,0
2021,10,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,1.0,True,False,False,True,False,False,False,0,0,0,0,0,0,0.0,0,0,1,0
